chrm	peak_start	peak_end	TF	peak_enrichment	prom_start	prom_end	promoter	prom_strand	distance	simple_name	class	gene
ZM4	293814	293815	ZMO1336	293.726	293765	293766	TSS_0578	-	-49	ZMO1336 (LysR)	TF homology	ZMO0286
ZM4	299279	299280	ZMO1336	1934.07	299414	299415	TSS_0587	-	135	ZMO1336 (LysR)	TF homology	ZMO0293
ZM4	299589	299590	ZMO1336	76.4524	299414	299415	TSS_0587	-	-175	ZMO1336 (LysR)	TF homology	ZMO0293
ZM4	301119	301120	ZMO1336	65.5672	301158	301159	TSS_0595	+	-39	ZMO1336 (LysR)	TF homology	ZMO0297
ZM4	318470	318471	ZMO1336	5.20561	318573	318574	TSS_0613	+	-103	ZMO1336 (LysR)	TF homology	ZMO0318
ZM4	319755	319756	ZMO1336	99.2713	319710	319711	TSS_0617	-	-45	ZMO1336 (LysR)	TF homology	ZMO0319
ZM4	339130	339131	ZMO1336	163.875	338982	338983	TSS_0660	+	148	ZMO1336 (LysR)	TF homology	ZMO0344
ZM4	340602	340603	ZMO1336	245.43	340636	340637	TSS_0666	+	-34	ZMO1336 (LysR)	TF homology	ZMO0345
ZM4	341524	341525	ZMO1336	109.901	341537	341538	TSS_0668	+	-13	ZMO1336 (LysR)	TF homology	ZMO0346
ZM4	343191	343192	ZMO1336	19.7493	343197	343198	TSS_0679	+	-6	ZMO1336 (LysR)	TF homology	ZMO0347
ZM4	363624	363625	ZMO1336	1150.57	363690	363691	TSS_0711	+	-66	ZMO1336 (LysR)	TF homology	ZMO0361
ZM4	370411	370412	ZMO1336	60.328	370589	370590	TSS_0722	+	-178	ZMO1336 (LysR)	TF homology	ZMO0366
ZM4	370881	370882	ZMO1336	33.2485	370873	370874	TSS_0724	+	8	ZMO1336 (LysR)	TF homology	ZMO0366
ZM4	378352	378353	ZMO1336	631.441	378389	378390	TSS_0771	+	-37	ZMO1336 (LysR)	TF homology	ZMO0372
ZM4	385583	385584	ZMO1336	407.719	385497	385498	TSS_0790	-	-86	ZMO1336 (LysR)	TF homology	ZMO0376
ZM4	391556	391557	ZMO1336	69.2066	391738	391739	TSS_0793	+	-182	ZMO1336 (LysR)	TF homology	ZMO0385
ZM4	418246	418247	ZMO1336	8.1028	418225	418226	TSS_0828	-	-21	ZMO1336 (LysR)	TF homology	ZMO0412
ZM4	425115	425116	ZMO1336	46.4839	425032	425033	TSS_0837	-	-83	ZMO1336 (LysR)	TF homology	ZMO0421
ZM4	434104	434105	ZMO1336	98.1648	433937	433938	TSS_0852	-	-167	ZMO1336 (LysR)	TF homology	ZMO0432
ZM4	437776	437777	ZMO1336	228.107	437845	437846	TSS_0861	+	-69	ZMO1336 (LysR)	TF homology	ZMO0440
ZM4	440864	440865	ZMO1336	493.437	440929	440930	TSS_0867	+	-65	ZMO1336 (LysR)	TF homology	ZMO0444
ZM4	452497	452498	ZMO1336	187.759	452446	452447	TSS_0908	-	-51	ZMO1336 (LysR)	TF homology	ZMO0454
ZM4	457100	457101	ZMO1336	55.9918	457130	457131	TSS_0914	+	-30	ZMO1336 (LysR)	TF homology	Zms6
ZM4	460770	460771	ZMO1336	31.3132	460742	460743	TSS_0932	+	28	ZMO1336 (LysR)	TF homology	ZMO0467
ZM4	470618	470619	ZMO1336	3.8765	470633	470634	TSS_0953	-	15	ZMO1336 (LysR)	TF homology	ZMO0477
ZM4	472724	472725	ZMO1336	2.55754	472678	472679	TSS_0962	+	46	ZMO1336 (LysR)	TF homology	ZMO0480
ZM4	472883	472884	ZMO1336	28.7887	472788	472789	TSS_0963	+	95	ZMO1336 (LysR)	TF homology	ZMO0480
ZM4	479085	479086	ZMO1336	30.3239	479088	479089	TSS_0973	+	-3	ZMO1336 (LysR)	TF homology	ZMO0485
ZM4	515468	515469	ZMO1336	33.4571	515448	515449	TSS_1060	+	20	ZMO1336 (LysR)	TF homology	Zms3
ZM4	529461	529462	ZMO1336	33.1537	529504	529505	TSS_1189	+	-43	ZMO1336 (LysR)	TF homology	ZMO0536
ZM4	535940	535941	ZMO1336	1150.26	536066	536067	TSS_1234	+	-126	ZMO1336 (LysR)	TF homology	ZMO0543
ZM4	553747	553748	ZMO1336	153.128	553623	553624	TSS_1310	-	-124	ZMO1336 (LysR)	TF homology	ZMO0554
ZM4	556710	556711	ZMO1336	52.0814	556627	556628	TSS_1327	-	-83	ZMO1336 (LysR)	TF homology	ZMO0557
ZM4	559174	559175	ZMO1336	610.844	559230	559231	TSS_1328	+	-56	ZMO1336 (LysR)	TF homology	ZMO0560
ZM4	569996	569997	ZMO1336	242.283	569906	569907	TSS_1353	-	-90	ZMO1336 (LysR)	TF homology	ZMO0566
ZM4	571066	571067	ZMO1336	8.34186	571041	571042	TSS_1354	-	-25	ZMO1336 (LysR)	TF homology	ZMO0567
ZM4	583562	583563	ZMO1336	203.433	583750	583751	TSS_1374	-	188	ZMO1336 (LysR)	TF homology	ZMO0578
ZM4	583829	583830	ZMO1336	340.59	583872	583873	TSS_1375	-	43	ZMO1336 (LysR)	TF homology	ZMO0578
ZM4	619025	619026	ZMO1336	86.4043	619099	619100	TSS_1442	+	-74	ZMO1336 (LysR)	TF homology	ZMO0624
ZM4	625490	625491	ZMO1336	33.7735	625384	625385	TSS_1453	-	-106	ZMO1336 (LysR)	TF homology	ZMO0629
ZM4	663949	663950	ZMO1336	32.8393	663903	663904	TSS_1535	+	46	ZMO1336 (LysR)	TF homology	ZMO0668
ZM4	673702	673703	ZMO1336	131.668	673600	673601	TSS_1559	-	-102	ZMO1336 (LysR)	TF homology	ZMO0678
ZM4	678298	678299	ZMO1336	36.8395	678246	678247	TSS_1561	+	52	ZMO1336 (LysR)	TF homology	ZMO0682
ZM4	693786	693787	ZMO1336	226.562	693748	693749	TSS_1591	-	-38	ZMO1336 (LysR)	TF homology	ZMO0694
ZM4	707685	707686	ZMO1336	46.0733	707658	707659	TSS_1608	-	-27	ZMO1336 (LysR)	TF homology	ZMO0709
ZM4	727525	727526	ZMO1336	161.025	727586	727587	TSS_1676	+	-61	ZMO1336 (LysR)	TF homology	ZMO0731
ZM4	764171	764172	ZMO1336	10110.4	764204	764205	TSS_1779	+	-33	ZMO1336 (LysR)	TF homology	ZMO0767
ZM4	771297	771298	ZMO1336	257.257	771418	771419	TSS_1786	+	-121	ZMO1336 (LysR)	TF homology	ZMO0776
ZM4	771592	771593	ZMO1336	132.619	771695	771696	TSS_1787	+	-103	ZMO1336 (LysR)	TF homology	ZMO0776
ZM4	784643	784644	ZMO1336	56.4886	784638	784639	TSS_1801	+	5	ZMO1336 (LysR)	TF homology	ZMO0786
ZM4	820119	820120	ZMO1336	3.11599	820157	820158	TSS_1853	+	-38	ZMO1336 (LysR)	TF homology	ZMO0818
ZM4	845357	845358	ZMO1336	56.8147	845509	845510	TSS_1896	+	-152	ZMO1336 (LysR)	TF homology	ZMO0840
ZM4	862359	862360	ZMO1336	66.4029	862488	862489	TSS_1919	+	-129	ZMO1336 (LysR)	TF homology	ZMO0850
ZM4	862677	862678	ZMO1336	189.892	862764	862765	TSS_1922	+	-87	ZMO1336 (LysR)	TF homology	ZMO0850
ZM4	869635	869636	ZMO1336	843.298	869458	869459	TSS_1936	-	-177	ZMO1336 (LysR)	TF homology	ZMO0857
ZM4	876750	876751	ZMO1336	90.6123	876775	876776	TSS_1957	+	-25	ZMO1336 (LysR)	TF homology	ZMO0866
ZM4	877828	877829	ZMO1336	12.0995	877979	877980	TSS_1958	+	-151	ZMO1336 (LysR)	TF homology	ZMO0867
ZM4	888331	888332	ZMO1336	3511.22	888415	888416	TSS_1973	+	-84	ZMO1336 (LysR)	TF homology	ZMO0876
ZM4	890961	890962	ZMO1336	39.4476	890937	890938	TSS_1988	-	-24	ZMO1336 (LysR)	TF homology	ZMO0878
ZM4	894462	894463	ZMO1336	52.5115	894384	894385	TSS_1991	-	-78	ZMO1336 (LysR)	TF homology	ZMO0882
ZM4	896952	896953	ZMO1336	18.0371	896865	896866	TSS_2001	-	-87	ZMO1336 (LysR)	TF homology	ZMO0886
ZM4	899173	899174	ZMO1336	268.836	899111	899112	TSS_2003	-	-62	ZMO1336 (LysR)	TF homology	ZMO0889
ZM4	915999	916000	ZMO1336	109.311	915920	915921	TSS_2027	-	-79	ZMO1336 (LysR)	TF homology	ZMO0903
ZM4	924652	924653	ZMO1336	2.72995	924784	924785	TSS_2042	-	132	ZMO1336 (LysR)	TF homology	ZMO0908
ZM4	926690	926691	ZMO1336	775.413	926796	926797	TSS_2046	+	-106	ZMO1336 (LysR)	TF homology	ZMO0911
ZM4	927211	927212	ZMO1336	375.741	927121	927122	TSS_2054	-	-90	ZMO1336 (LysR)	TF homology	ZMO0910
ZM4	935203	935204	ZMO1336	27.7552	935263	935264	TSS_2073	+	-60	ZMO1336 (LysR)	TF homology	ZMO0917
ZM4	935424	935425	ZMO1336	121.595	935535	935536	TSS_2074	+	-111	ZMO1336 (LysR)	TF homology	ZMO0917
ZM4	938785	938786	ZMO1336	192.73	938778	938779	TSS_2085	+	7	ZMO1336 (LysR)	TF homology	ZMO0919
ZM4	948501	948502	ZMO1336	8.56064	948575	948576	TSS_2099	+	-74	ZMO1336 (LysR)	TF homology	ZMO0925
ZM4	948684	948685	ZMO1336	9.68884	948693	948694	TSS_2101	+	-9	ZMO1336 (LysR)	TF homology	ZMO0926
ZM4	951205	951206	ZMO1336	19.968	951136	951137	TSS_2105	-	-69	ZMO1336 (LysR)	TF homology	ZMO0927
ZM4	954254	954255	ZMO1336	32.0277	954142	954143	TSS_2106	-	-112	ZMO1336 (LysR)	TF homology	ZMO0934
ZM4	955126	955127	ZMO1336	60.5301	954996	954997	TSS_2109	-	-130	ZMO1336 (LysR)	TF homology	ZMO0935
ZM4	957548	957549	ZMO1336	130.927	957435	957436	TSS_2111	-	-113	ZMO1336 (LysR)	TF homology	ZMO0937
ZM4	964191	964192	ZMO1336	52.5234	964162	964163	TSS_2119	-	-29	ZMO1336 (LysR)	TF homology	ZMO0942
ZM4	965728	965729	ZMO1336	5.40249	965587	965588	TSS_2132	+	141	ZMO1336 (LysR)	TF homology	ZMO0946
ZM4	972346	972347	ZMO1336	60.9731	972262	972263	TSS_2153	-	-84	ZMO1336 (LysR)	TF homology	ZMO0952
ZM4	989595	989596	ZMO1336	90.7845	989685	989686	TSS_2181	+	-90	ZMO1336 (LysR)	TF homology	ZMO0972
ZM4	995799	995800	ZMO1336	8463.79	995765	995766	TSS_2194	-	-34	ZMO1336 (LysR)	TF homology	ZMO0976
ZM4	1012392	1012393	ZMO1336	27.8958	1012360	1012361	TSS_2228	-	-32	ZMO1336 (LysR)	TF homology	ZMO0992
ZM4	1013404	1013405	ZMO1336	859.484	1013306	1013307	TSS_2238	+	98	ZMO1336 (LysR)	TF homology	ZMO0996
ZM4	1017201	1017202	ZMO1336	4.90691	1017150	1017151	TSS_2249	-	-51	ZMO1336 (LysR)	TF homology	ZMO0999
ZM4	1020224	1020225	ZMO1336	754.723	1020047	1020048	TSS_2259	+	177	ZMO1336 (LysR)	TF homology	ZMO1001
ZM4	1027933	1027934	ZMO1336	66.5429	1027928	1027929	TSS_2272	+	5	ZMO1336 (LysR)	TF homology	ZMO1008
ZM4	1050850	1050851	ZMO1336	2.10555	1050833	1050834	TSS_2325	-	-17	ZMO1336 (LysR)	TF homology	ZMO1034
ZM4	1055128	1055129	ZMO1336	245.702	1055163	1055164	TSS_2348	+	-35	ZMO1336 (LysR)	TF homology	ZMO1040
ZM4	1061192	1061193	ZMO1336	20.1208	1061294	1061295	TSS_2358	+	-102	ZMO1336 (LysR)	TF homology	ZMO1044
ZM4	1071434	1071435	ZMO1336	38.6697	1071475	1071476	TSS_2379	+	-41	ZMO1336 (LysR)	TF homology	ZMO1055
ZM4	1076741	1076742	ZMO1336	14.9049	1076724	1076725	TSS_2389	-	-17	ZMO1336 (LysR)	TF homology	ZMO1060
ZM4	1077917	1077918	ZMO1336	14.8002	1078025	1078026	TSS_2390	+	-108	ZMO1336 (LysR)	TF homology	ZMO1062
ZM4	1124858	1124859	ZMO1336	13.0741	1124873	1124874	TSS_2467	+	-15	ZMO1336 (LysR)	TF homology	ZMO1107
ZM4	1127249	1127250	ZMO1336	4.08991	1127268	1127269	TSS_2491	+	-19	ZMO1336 (LysR)	TF homology	ZMO1111
ZM4	1132788	1132789	ZMO1336	9.99524	1132916	1132917	TSS_2506	+	-128	ZMO1336 (LysR)	TF homology	ZMO1116
ZM4	1151171	1151172	ZMO1336	117.476	1151171	1151172	TSS_2536	+	0	ZMO1336 (LysR)	TF homology	ZMO1133
ZM4	1156040	1156041	ZMO1336	293.539	1155873	1155874	TSS_2544	-	-167	ZMO1336 (LysR)	TF homology	ZMO1136
ZM4	1176667	1176668	ZMO1336	11.0492	1176582	1176583	TSS_2618	+	85	ZMO1336 (LysR)	TF homology	ZMO2060
ZM4	1180952	1180953	ZMO1336	61.0978	1180956	1180957	TSS_2628	+	-4	ZMO1336 (LysR)	TF homology	ZMO1163
ZM4	1199109	1199110	ZMO1336	601.398	1199101	1199102	TSS_2656	-	-8	ZMO1336 (LysR)	TF homology	ZMO1177
ZM4	1202190	1202191	ZMO1336	71.323	1202318	1202319	TSS_2664	-	128	ZMO1336 (LysR)	TF homology	ZMO1180
ZM4	1202444	1202445	ZMO1336	143.336	1202368	1202369	TSS_2665	-	-76	ZMO1336 (LysR)	TF homology	ZMO1180
ZM4	1204523	1204524	ZMO1336	48.9272	1204323	1204324	TSS_2670	-	-200	ZMO1336 (LysR)	TF homology	ZMO1182
ZM4	1208191	1208192	ZMO1336	283.386	1208156	1208157	TSS_2678	-	-35	ZMO1336 (LysR)	TF homology	ZMO1184
ZM4	1231029	1231030	ZMO1336	1066.45	1231054	1231055	TSS_2705	-	25	ZMO1336 (LysR)	TF homology	ZMO1205
ZM4	1242079	1242080	ZMO1336	6.88317	1242099	1242100	TSS_2745	+	-20	ZMO1336 (LysR)	TF homology	ZMO1215
ZM4	1250333	1250334	ZMO1336	5.67843	1250410	1250411	TSS_2776	-	77	ZMO1336 (LysR)	TF homology	ZMO1223
ZM4	1278769	1278770	ZMO1336	2813.73	1278786	1278787	TSS_2859	+	-17	ZMO1336 (LysR)	TF homology	ZMO1261
ZM4	1283511	1283512	ZMO1336	50.6802	1283501	1283502	TSS_2860	+	10	ZMO1336 (LysR)	TF homology	ZMO1267
ZM4	1286731	1286732	ZMO1336	33.5531	1286733	1286734	TSS_2869	+	-2	ZMO1336 (LysR)	TF homology	ZMO1270
ZM4	1297396	1297397	ZMO1336	8.66827	1297477	1297478	TSS_2904	+	-81	ZMO1336 (LysR)	TF homology	ZMO1283
ZM4	1302489	1302490	ZMO1336	371.037	1302461	1302462	TSS_2908	-	-28	ZMO1336 (LysR)	TF homology	ZMO1286
ZM4	1302768	1302769	ZMO1336	70.4044	1302961	1302962	TSS_2909	-	193	ZMO1336 (LysR)	TF homology	ZMO1286
ZM4	1305868	1305869	ZMO1336	1.50659	1305837	1305838	TSS_2930	-	-31	ZMO1336 (LysR)	TF homology	ZMO1289
ZM4	1307659	1307660	ZMO1336	77.9613	1307710	1307711	TSS_2932	-	51	ZMO1336 (LysR)	TF homology	ZMO1291
ZM4	1311342	1311343	ZMO1336	263.226	1311230	1311231	TSS_2940	-	-112	ZMO1336 (LysR)	TF homology	ZMO2015
ZM4	1312993	1312994	ZMO1336	212.546	1312979	1312980	TSS_2943	+	14	ZMO1336 (LysR)	TF homology	ZMO1298
ZM4	1315938	1315939	ZMO1336	35.6006	1315933	1315934	TSS_2949	+	5	ZMO1336 (LysR)	TF homology	ZMO2017
ZM4	1322743	1322744	ZMO1336	17.6968	1322654	1322655	TSS_2961	-	-89	ZMO1336 (LysR)	TF homology	ZMO1305
ZM4	1341630	1341631	ZMO1336	85.8407	1341676	1341677	TSS_2995	+	-46	ZMO1336 (LysR)	TF homology	ZMO1322
ZM4	1351637	1351638	ZMO1336	39638.3	1351697	1351698	TSS_3020	+	-60	ZMO1336 (LysR)	TF homology	ZMO1334
ZM4	1354415	1354416	ZMO1336	33522.1	1354443	1354444	TSS_3030	+	-28	ZMO1336 (LysR)	TF homology	ZMO1337
ZM4	1379946	1379947	ZMO1336	42.3642	1379883	1379884	TSS_3124	+	63	ZMO1336 (LysR)	TF homology	ZMO1365
ZM4	1388130	1388131	ZMO1336	6.8434	1388128	1388129	TSS_3143	+	2	ZMO1336 (LysR)	TF homology	ZMO1373
ZM4	1401348	1401349	ZMO1336	50.0755	1401288	1401289	TSS_3160	+	60	ZMO1336 (LysR)	TF homology	ZMO1387
ZM4	1413539	1413540	ZMO1336	28.7255	1413590	1413591	TSS_3177	+	-51	ZMO1336 (LysR)	TF homology	ZMO1399
ZM4	1422214	1422215	ZMO1336	23.2715	1422132	1422133	TSS_3193	-	-82	ZMO1336 (LysR)	TF homology	ZMO1407
ZM4	1429530	1429531	ZMO1336	54.7208	1429455	1429456	TSS_3228	-	-75	ZMO1336 (LysR)	TF homology	ZMO1415
ZM4	1440661	1440662	ZMO1336	111.091	1440794	1440795	TSS_3236	+	-133	ZMO1336 (LysR)	TF homology	ZMO1424
ZM4	1443683	1443684	ZMO1336	12.9573	1443683	1443684	TSS_3240	+	0	ZMO1336 (LysR)	TF homology	ZMO1426
ZM4	1444183	1444184	ZMO1336	54.3516	1444240	1444241	TSS_3241	+	-57	ZMO1336 (LysR)	TF homology	ZMO1426
ZM4	1456218	1456219	ZMO1336	132.517	1456148	1456149	TSS_3255	-	-70	ZMO1336 (LysR)	TF homology	ZMO1436
ZM4	1459699	1459700	ZMO1336	16.2231	1459607	1459608	TSS_3260	-	-92	ZMO1336 (LysR)	TF homology	ZMO1440
ZM4	1473666	1473667	ZMO1336	26.6538	1473707	1473708	TSS_3273	-	41	ZMO1336 (LysR)	TF homology	ZMO1451
ZM4	1480981	1480982	ZMO1336	36.3992	1480998	1480999	TSS_3279	-	17	ZMO1336 (LysR)	TF homology	ZMO1459
ZM4	1486398	1486399	ZMO1336	13.6399	1486365	1486366	TSS_3285	-	-33	ZMO1336 (LysR)	TF homology	ZMO1464
ZM4	1489096	1489097	ZMO1336	18.3477	1489121	1489122	TSS_3290	+	-25	ZMO1336 (LysR)	TF homology	ZMO1467
ZM4	1492495	1492496	ZMO1336	60.2008	1492604	1492605	TSS_3294	-	109	ZMO1336 (LysR)	TF homology	ZMO1468
ZM4	1496117	1496118	ZMO1336	329.496	1495948	1495949	TSS_3299	-	-169	ZMO1336 (LysR)	TF homology	ZMO1471
ZM4	1505672	1505673	ZMO1336	34.7707	1505529	1505530	TSS_3319	-	-143	ZMO1336 (LysR)	TF homology	ZMO1481
ZM4	1517181	1517182	ZMO1336	426.671	1517256	1517257	TSS_3343	+	-75	ZMO1336 (LysR)	TF homology	ZMO1490
ZM4	1522012	1522013	ZMO1336	61.6472	1522124	1522125	TSS_3380	-	112	ZMO1336 (LysR)	TF homology	ZMO1495
ZM4	1522293	1522294	ZMO1336	6960.98	1522124	1522125	TSS_3380	-	-169	ZMO1336 (LysR)	TF homology	ZMO1495
ZM4	1547177	1547178	ZMO1336	310.063	1547277	1547278	TSS_3436	+	-100	ZMO1336 (LysR)	TF homology	ZMO1522
ZM4	1550693	1550694	ZMO1336	59.9606	1550719	1550720	TSS_3456	+	-26	ZMO1336 (LysR)	TF homology	ZMO1524
ZM4	1563145	1563146	ZMO1336	715.255	1563124	1563125	TSS_3474	+	21	ZMO1336 (LysR)	TF homology	ZMO1530
ZM4	1573816	1573817	ZMO1336	14.1134	1573897	1573898	TSS_3495	+	-81	ZMO1336 (LysR)	TF homology	ZMO1540
ZM4	1590376	1590377	ZMO1336	39.5294	1590449	1590450	TSS_3523	+	-73	ZMO1336 (LysR)	TF homology	ZMO1557
ZM4	1590621	1590622	ZMO1336	12.9317	1590726	1590727	TSS_3525	+	-105	ZMO1336 (LysR)	TF homology	ZMO1557
ZM4	1593645	1593646	ZMO1336	380.349	1593641	1593642	TSS_3527	+	4	ZMO1336 (LysR)	TF homology	ZMO1561
ZM4	1604952	1604953	ZMO1336	114.408	1605086	1605087	TSS_3544	+	-134	ZMO1336 (LysR)	TF homology	ZMO1571
ZM4	1635900	1635901	ZMO1336	475.635	1635892	1635893	TSS_3570	-	-8	ZMO1336 (LysR)	TF homology	ZMO1593
ZM4	1636134	1636135	ZMO1336	3225.03	1635946	1635947	TSS_3573	-	-188	ZMO1336 (LysR)	TF homology	ZMO1593
ZM4	1638297	1638298	ZMO1336	20.1877	1638361	1638362	TSS_3584	+	-64	ZMO1336 (LysR)	TF homology	ZMO1598
ZM4	1643298	1643299	ZMO1336	16.7128	1643341	1643342	TSS_3588	+	-43	ZMO1336 (LysR)	TF homology	ZMO1600
ZM4	1677084	1677085	ZMO1336	214.965	1676955	1676956	TSS_3668	-	-129	ZMO1336 (LysR)	TF homology	ZMO1631
ZM4	1695530	1695531	ZMO1336	308.892	1695623	1695624	TSS_3704	+	-93	ZMO1336 (LysR)	TF homology	ZMO1648
ZM4	1726634	1726635	ZMO1336	71.325	1726705	1726706	TSS_3767	+	-71	ZMO1336 (LysR)	TF homology	ZMO1681
ZM4	1739690	1739691	ZMO1336	705.474	1739858	1739859	TSS_3778	+	-168	ZMO1336 (LysR)	TF homology	ZMO1690
ZM4	1751785	1751786	ZMO1336	1014.08	1751658	1751659	TSS_3808	+	127	ZMO1336 (LysR)	TF homology	ZMO1700
ZM4	1765890	1765891	ZMO1336	137.99	1765875	1765876	TSS_3851	-	-15	ZMO1336 (LysR)	TF homology	ZMO1716
ZM4	1767016	1767017	ZMO1336	96.1251	1766945	1766946	TSS_3864	+	71	ZMO1336 (LysR)	TF homology	ZMO1718
ZM4	1777118	1777119	ZMO1336	5167.81	1776972	1776973	TSS_3891	-	-146	ZMO1336 (LysR)	TF homology	ZMO1728
ZM4	1780472	1780473	ZMO1336	691.515	1780429	1780430	TSS_3907	+	43	ZMO1336 (LysR)	TF homology	ZMO1734
ZM4	1794346	1794347	ZMO1336	189.913	1794364	1794365	TSS_3925	+	-18	ZMO1336 (LysR)	TF homology	ZMO1749
ZM4	1796847	1796848	ZMO1336	709.545	1796927	1796928	TSS_3931	+	-80	ZMO1336 (LysR)	TF homology	ZMO1751
ZM4	1798061	1798062	ZMO1336	76.5382	1798073	1798074	TSS_3960	+	-12	ZMO1336 (LysR)	TF homology	ZMO1753
ZM4	1801851	1801852	ZMO1336	5245.93	1801999	1802000	TSS_3966	+	-148	ZMO1336 (LysR)	TF homology	ZMO1756
ZM4	1802151	1802152	ZMO1336	100.479	1801999	1802000	TSS_3966	+	152	ZMO1336 (LysR)	TF homology	ZMO1756
ZM4	1820641	1820642	ZMO1336	3.5775	1820819	1820820	TSS_3998	+	-178	ZMO1336 (LysR)	TF homology	ZMO1776
ZM4	1821019	1821020	ZMO1336	143.813	1821000	1821001	TSS_3999	+	19	ZMO1336 (LysR)	TF homology	ZMO1776
ZM4	1834841	1834842	ZMO1336	55.9918	1834853	1834854	TSS_4035	+	-12	ZMO1336 (LysR)	TF homology	ZMO1790
ZM4	1845804	1845805	ZMO1336	3.75915	1845856	1845857	TSS_4078	+	-52	ZMO1336 (LysR)	TF homology	ZMO1801
ZM4	1849777	1849778	ZMO1336	3231.49	1849748	1849749	TSS_4086	-	-29	ZMO1336 (LysR)	TF homology	ZMO1806
ZM4	1864606	1864607	ZMO1336	100.222	1864521	1864522	TSS_4101	+	85	ZMO1336 (LysR)	TF homology	ZMO1818
ZM4	1885049	1885050	ZMO1336	125.801	1884937	1884938	TSS_4122	-	-112	ZMO1336 (LysR)	TF homology	ZMO1842
ZM4	1889731	1889732	ZMO1336	300.425	1889724	1889725	TSS_4133	-	-7	ZMO1336 (LysR)	TF homology	ZMO1848
ZM4	1890241	1890242	ZMO1336	12.6296	1890387	1890388	TSS_4135	+	-146	ZMO1336 (LysR)	TF homology	ZMO1849
ZM4	1908844	1908845	ZMO1336	40.9453	1908781	1908782	TSS_4144	-	-63	ZMO1336 (LysR)	TF homology	ZMO1860
ZM4	1922569	1922570	ZMO1336	39.8183	1922589	1922590	TSS_4158	-	20	ZMO1336 (LysR)	TF homology	ZMO1867
ZM4	1928173	1928174	ZMO1336	801.603	1928142	1928143	TSS_4185	+	31	ZMO1336 (LysR)	TF homology	ZMO1876
ZM4	1934792	1934793	ZMO1336	18.9321	1934616	1934617	TSS_4217	+	176	ZMO1336 (LysR)	TF homology	ZMO1882
ZM4	1939294	1939295	ZMO1336	111.677	1939167	1939168	TSS_4219	-	-127	ZMO1336 (LysR)	TF homology	ZMO1885
ZM4	1954646	1954647	ZMO1336	78.9182	1954553	1954554	TSS_4255	-	-93	ZMO1336 (LysR)	TF homology	ZMO1901
ZM4	1965652	1965653	ZMO1336	172.34	1965803	1965804	TSS_4297	+	-151	ZMO1336 (LysR)	TF homology	ZMO1913
ZM4	2013561	2013562	ZMO1336	2100.81	2013557	2013558	TSS_4386	-	-4	ZMO1336 (LysR)	TF homology	ZMO1955
ZM4	2056334	2056335	ZMO1336	80.1185	2056376	2056377	TSS_4425	-	42	ZMO1336 (LysR)	TF homology	ZMO1996
pZM32	14257	14258	ZMO1336	2854.74	14287	14288	TSS_4453	+	-30	ZMO1336 (LysR)	TF homology	ZMOp32x012
pZM33	2366	2367	ZMO1336	118.37	2327	2328	TSS_4498	-	-39	ZMO1336 (LysR)	TF homology	ZMOp33x004
pZM33	4732	4733	ZMO1336	28.5047	4574	4575	TSS_4504	-	-158	ZMO1336 (LysR)	TF homology	ZMOp33x008
pZM36	24187	24188	ZMO1336	92.2587	24196	24197	TSS_4601	+	-9	ZMO1336 (LysR)	TF homology	ZMOp36x033
pZM36	28492	28493	ZMO1336	14.5074	28416	28417	TSS_4603	+	76	ZMO1336 (LysR)	TF homology	ZMOp36x039
ZM4	299278	299279	ZMO1356	295.974	299414	299415	TSS_0587	-	136	ZMO1356 (DnaA)	NAP homology	ZMO0293
ZM4	340682	340683	ZMO1356	30.5179	340636	340637	TSS_0666	+	46	ZMO1356 (DnaA)	NAP homology	ZMO0345
ZM4	472737	472738	ZMO1356	678.765	472788	472789	TSS_0963	+	-51	ZMO1356 (DnaA)	NAP homology	ZMO0480
ZM4	498356	498357	ZMO1356	2.92695	498429	498430	TSS_1029	+	-73	ZMO1356 (DnaA)	NAP homology	ZMO0498
ZM4	528822	528823	ZMO1356	37.4705	528932	528933	TSS_1182	+	-110	ZMO1356 (DnaA)	NAP homology	ZMO0534
ZM4	678180	678181	ZMO1356	265.862	678192	678193	TSS_1560	+	-12	ZMO1356 (DnaA)	NAP homology	ZMO0682
ZM4	693641	693642	ZMO1356	29.1055	693748	693749	TSS_1591	-	107	ZMO1356 (DnaA)	NAP homology	ZMO0694
ZM4	764227	764228	ZMO1356	7967.27	764204	764205	TSS_1779	+	23	ZMO1356 (DnaA)	NAP homology	ZMO0767
ZM4	865054	865055	ZMO1356	29.3241	865249	865250	TSS_1928	-	195	ZMO1356 (DnaA)	NAP homology	ZMO0851
ZM4	989663	989664	ZMO1356	634.756	989685	989686	TSS_2181	+	-22	ZMO1356 (DnaA)	NAP homology	ZMO0972
ZM4	1075261	1075262	ZMO1356	46367	1075241	1075242	TSS_2383	+	20	ZMO1356 (DnaA)	NAP homology	ZMO1059
ZM4	1111747	1111748	ZMO1356	33.3245	1111838	1111839	TSS_2452	-	91	ZMO1356 (DnaA)	NAP homology	ZMO1097
ZM4	1620842	1620843	ZMO1356	429.262	1620985	1620986	TSS_3553	+	-143	ZMO1356 (DnaA)	NAP homology	ZMO1581
ZM4	1718686	1718687	ZMO1356	99.5855	1718669	1718670	TSS_3753	+	17	ZMO1356 (DnaA)	NAP homology	ZMO1671
