chrm	peak_start	peak_end	TF	peak_enrichment	gene_start	gene	gene_strand	distance	simple_name	class
ZM4	899123	899124	ZMO1206	501.674	899000	mro	-	-123	ZMO1206 (LysR)	TF homology
ZM4	906267	906268	ZMO1206	48.2812	906194	ZMO1_ZMO0894	-	-73	ZMO1206 (LysR)	TF homology
ZM4	906767	906768	ZMO1206	99.1223	906602	ZMO1_ZMO0895	-	-165	ZMO1206 (LysR)	TF homology
ZM4	924911	924912	ZMO1206	40.3937	924715	ZMO1_ZMO0908	-	-196	ZMO1206 (LysR)	TF homology
ZM4	925868	925869	ZMO1206	6.07082	926001	ZMO1_ZMO0909	-	133	ZMO1206 (LysR)	TF homology
ZM4	927153	927154	ZMO1206	57.7311	926957	ZMO1_ZMO0911	+	196	ZMO1206 (LysR)	TF homology
ZM4	942184	942185	ZMO1206	38.9654	942239	ZMO1_ZMO0920	-	55	ZMO1206 (LysR)	TF homology
ZM4	949308	949309	ZMO1206	62.3633	949302	mlaD	+	6	ZMO1206 (LysR)	TF homology
ZM4	949792	949793	ZMO1206	212.293	949808	ZMO1_ZMO2007	+	-16	ZMO1206 (LysR)	TF homology
ZM4	952343	952344	ZMO1206	14.3967	952415	ZMO1_ZMO0929	-	72	ZMO1206 (LysR)	TF homology
ZM4	954232	954233	ZMO1206	72.2315	954115	zliE	-	-117	ZMO1206 (LysR)	TF homology
ZM4	955177	955178	ZMO1206	713.486	955259	ZMO1_ZMO0936	+	-82	ZMO1206 (LysR)	TF homology
ZM4	957586	957587	ZMO1206	121.334	957727	phoD	+	-141	ZMO1206 (LysR)	TF homology
ZM4	965329	965330	ZMO1206	69.0339	965357	ZMO1_ZMO0945	-	28	ZMO1206 (LysR)	TF homology
ZM4	1013320	1013321	ZMO1206	478.923	1013187	ZMO1_ZMO0994	-	-133	ZMO1206 (LysR)	TF homology
ZM4	1029508	1029509	ZMO1206	34.3184	1029622	ZMO1_ZMO1009	+	-114	ZMO1206 (LysR)	TF homology
ZM4	1054768	1054769	ZMO1206	29.3738	1054607	nrdA	-	-161	ZMO1206 (LysR)	TF homology
ZM4	1055207	1055208	ZMO1206	833	1055355	ZMO1_ZMO1040	+	-148	ZMO1206 (LysR)	TF homology
ZM4	1071477	1071478	ZMO1206	148.754	1071594	ZMO1_ZMO1055	+	-117	ZMO1206 (LysR)	TF homology
ZM4	1071731	1071732	ZMO1206	1168.16	1071594	ZMO1_ZMO1055	+	137	ZMO1206 (LysR)	TF homology
ZM4	1079448	1079449	ZMO1206	602.888	1079542	pspC	+	-94	ZMO1206 (LysR)	TF homology
ZM4	1087918	1087919	ZMO1206	34.6653	1088093	trmD	+	-175	ZMO1206 (LysR)	TF homology
ZM4	1089343	1089344	ZMO1206	46.3601	1089356	ZMO1_ZMO1080	+	-13	ZMO1206 (LysR)	TF homology
ZM4	1098759	1098760	ZMO1206	18.9768	1098857	celA	+	-98	ZMO1206 (LysR)	TF homology
ZM4	1127126	1127127	ZMO1206	30.2198	1126990	ZMO1_ZMO1109	-	-136	ZMO1206 (LysR)	TF homology
ZM4	1132910	1132911	ZMO1206	1458.7	1132932	gltD	+	-22	ZMO1206 (LysR)	TF homology
ZM4	1169464	1169465	ZMO1206	90.853	1169355	ZMO1_ZMO1148	-	-109	ZMO1206 (LysR)	TF homology
ZM4	1170792	1170793	ZMO1206	3.52844	1170614	ZMO1_ZMO1149	-	-178	ZMO1206 (LysR)	TF homology
ZM4	1179592	1179593	ZMO1206	216.774	1179588	ZMO1_ZMO1162	+	4	ZMO1206 (LysR)	TF homology
ZM4	1189110	1189111	ZMO1206	67.2766	1189160	ZMO1_ZMO1171	-	50	ZMO1206 (LysR)	TF homology
ZM4	1208082	1208083	ZMO1206	43.8273	1207990	fixC	-	-92	ZMO1206 (LysR)	TF homology
ZM4	1208199	1208200	ZMO1206	36.9504	1208294	ZMO1_ZMO1185	+	-95	ZMO1206 (LysR)	TF homology
ZM4	1209096	1209097	ZMO1206	36.8251	1209063	mltB	+	33	ZMO1206 (LysR)	TF homology
ZM4	1214393	1214394	ZMO1206	214.34	1214434	dfp	+	-41	ZMO1206 (LysR)	TF homology
ZM4	1216164	1216165	ZMO1206	215.787	1216156	thiF	+	8	ZMO1206 (LysR)	TF homology
ZM4	1232193	1232194	ZMO1206	41426.4	1232206	ZMO1_ZMO1206	-	13	ZMO1206 (LysR)	TF homology
ZM4	1236026	1236027	ZMO1206	10.0965	1236154	kup	-	128	ZMO1206 (LysR)	TF homology
ZM4	1256248	1256249	ZMO1206	68.0216	1256093	ZMO1_ZMO1232	+	155	ZMO1206 (LysR)	TF homology
ZM4	1262929	1262930	ZMO1206	2092.77	1262780	adhA	-	-149	ZMO1206 (LysR)	TF homology
ZM4	1275992	1275993	ZMO1206	88.5137	1275799	ccmC	-	-193	ZMO1206 (LysR)	TF homology
ZM4	1278732	1278733	ZMO1206	396.54	1278835	ssuA	+	-103	ZMO1206 (LysR)	TF homology
ZM4	1281416	1281417	ZMO1206	119.229	1281432	rspA	+	-16	ZMO1206 (LysR)	TF homology
ZM4	1297360	1297361	ZMO1206	1000.83	1297555	ZMO1_ZMO1283	+	-195	ZMO1206 (LysR)	TF homology
ZM4	1302438	1302439	ZMO1206	228.545	1302389	sldS	-	-49	ZMO1206 (LysR)	TF homology
ZM4	1304013	1304014	ZMO1206	1868.3	1303926	ZMO1_ZMO1287	-	-87	ZMO1206 (LysR)	TF homology
ZM4	1307760	1307761	ZMO1206	1391.79	1307603	ZMO1_ZMO1291	-	-157	ZMO1206 (LysR)	TF homology
ZM4	1310439	1310440	ZMO1206	393.102	1310622	ZMO1_ZMO2014	-	183	ZMO1206 (LysR)	TF homology
ZM4	1311283	1311284	ZMO1206	35.8339	1311194	ZMO1_ZMO2015	-	-89	ZMO1206 (LysR)	TF homology
ZM4	1312951	1312952	ZMO1206	493.182	1313079	ZMO1_ZMO1298	+	-128	ZMO1206 (LysR)	TF homology
ZM4	1315608	1315609	ZMO1206	140.944	1315744	ZMO1_ZMO2016	+	-136	ZMO1206 (LysR)	TF homology
ZM4	1316160	1316161	ZMO1206	128.165	1316015	ZMO1_ZMO2017	+	145	ZMO1206 (LysR)	TF homology
ZM4	1319884	1319885	ZMO1206	303.858	1319849	ZMO1_ZMO1301	-	-35	ZMO1206 (LysR)	TF homology
ZM4	1327474	1327475	ZMO1206	133.704	1327427	pepA2	-	-47	ZMO1206 (LysR)	TF homology
ZM4	1341681	1341682	ZMO1206	59.384	1341680	chvI	+	1	ZMO1206 (LysR)	TF homology
ZM4	1342322	1342323	ZMO1206	40.1841	1342356	chvG	+	-34	ZMO1206 (LysR)	TF homology
ZM4	1354409	1354410	ZMO1206	148.587	1354361	ZMO1_ZMO1336	-	-48	ZMO1206 (LysR)	TF homology
ZM4	1365018	1365019	ZMO1206	91.8956	1364983	ltaE	-	-35	ZMO1206 (LysR)	TF homology
ZM4	1368614	1368615	ZMO1206	46.01	1368590	ZMO1_ZMO1352	-	-24	ZMO1206 (LysR)	TF homology
ZM4	1368768	1368769	ZMO1206	22.798	1368590	ZMO1_ZMO1352	-	-178	ZMO1206 (LysR)	TF homology
ZM4	1380234	1380235	ZMO1206	34.8996	1380113	ZMO1_ZMO1365	+	121	ZMO1206 (LysR)	TF homology
ZM4	1388217	1388218	ZMO1206	74.7975	1388269	ZMO1_ZMO1373	+	-52	ZMO1206 (LysR)	TF homology
ZM4	1401433	1401434	ZMO1206	77.1848	1401484	ZMO1_ZMO1387	+	-51	ZMO1206 (LysR)	TF homology
ZM4	1420884	1420885	ZMO1206	23.0508	1420848	ZMO1_ZMO1406	-	-36	ZMO1206 (LysR)	TF homology
ZM4	1433165	1433166	ZMO1206	315.604	1433034	purE	+	131	ZMO1206 (LysR)	TF homology
ZM4	1437759	1437760	ZMO1206	196.453	1437642	ZMO1_ZMO1422	-	-117	ZMO1206 (LysR)	TF homology
ZM4	1440684	1440685	ZMO1206	129.067	1440619	ZMO1_ZMO1423	-	-65	ZMO1206 (LysR)	TF homology
ZM4	1444377	1444378	ZMO1206	313.552	1444264	ZMO1_ZMO1426	+	113	ZMO1206 (LysR)	TF homology
ZM4	1449149	1449150	ZMO1206	288.707	1449004	ZMO1_ZMO1431	-	-145	ZMO1206 (LysR)	TF homology
ZM4	1467178	1467179	ZMO1206	73.8152	1467158	ZMO1_ZMO1447	+	20	ZMO1206 (LysR)	TF homology
ZM4	1471021	1471022	ZMO1206	2504.62	1470981	phrB	+	40	ZMO1206 (LysR)	TF homology
ZM4	1475055	1475056	ZMO1206	11.9307	1475140	ZMO1_ZMO1455	+	-85	ZMO1206 (LysR)	TF homology
ZM4	1475919	1475920	ZMO1206	184.713	1476043	ZMO1_ZMO1456	+	-124	ZMO1206 (LysR)	TF homology
ZM4	1483738	1483739	ZMO1206	1625.01	1483557	ZMO1_ZMO1462	-	-181	ZMO1206 (LysR)	TF homology
ZM4	1485868	1485869	ZMO1206	1028.33	1485986	ZMO1_ZMO1463	-	118	ZMO1206 (LysR)	TF homology
ZM4	1486439	1486440	ZMO1206	47.6223	1486337	ZMO1_ZMO1464	-	-102	ZMO1206 (LysR)	TF homology
ZM4	1487943	1487944	ZMO1206	10.4418	1487904	ZMO1_ZMO1465	-	-39	ZMO1206 (LysR)	TF homology
ZM4	1492306	1492307	ZMO1206	2984.51	1492410	ZMO1_ZMO1468	-	104	ZMO1206 (LysR)	TF homology
ZM4	1496114	1496115	ZMO1206	13.9679	1496295	ZMO1_ZMO1473	+	-181	ZMO1206 (LysR)	TF homology
ZM4	1501239	1501240	ZMO1206	1440.8	1501411	ZMO1_ZMO1477	-	172	ZMO1206 (LysR)	TF homology
ZM4	1515247	1515248	ZMO1206	28.3856	1515168	ZMO1_ZMO1487	-	-79	ZMO1206 (LysR)	TF homology
ZM4	1517070	1517071	ZMO1206	36.6416	1516996	kdsB	-	-74	ZMO1206 (LysR)	TF homology
ZM4	1517280	1517281	ZMO1206	21.5637	1517389	ZMO1_ZMO1490	+	-109	ZMO1206 (LysR)	TF homology
ZM4	1522223	1522224	ZMO1206	330.196	1522124	ZMO1_ZMO1495	-	-99	ZMO1206 (LysR)	TF homology
ZM4	1522499	1522500	ZMO1206	144.575	1522632	ppc	+	-133	ZMO1206 (LysR)	TF homology
ZM4	1527720	1527721	ZMO1206	12.1637	1527638	apaH1	-	-82	ZMO1206 (LysR)	TF homology
ZM4	1532790	1532791	ZMO1206	12.0983	1532810	ppa	-	20	ZMO1206 (LysR)	TF homology
ZM4	1533037	1533038	ZMO1206	18.7941	1533016	hisS	+	21	ZMO1206 (LysR)	TF homology
ZM4	1545891	1545892	ZMO1206	733.174	1545766	prs	-	-125	ZMO1206 (LysR)	TF homology
ZM4	1547068	1547069	ZMO1206	24.1832	1546928	ZMO1_ZMO1521	-	-140	ZMO1206 (LysR)	TF homology
ZM4	1569058	1569059	ZMO1206	1347.26	1569199	ZMO1_ZMO1536	-	141	ZMO1206 (LysR)	TF homology
ZM4	1569213	1569214	ZMO1206	691.863	1569199	ZMO1_ZMO1536	-	-14	ZMO1206 (LysR)	TF homology
ZM4	1573861	1573862	ZMO1206	39.7383	1574009	feoA	+	-148	ZMO1206 (LysR)	TF homology
ZM4	1604578	1604579	ZMO1206	831.787	1604418	pfl	-	-160	ZMO1206 (LysR)	TF homology
ZM4	1630108	1630109	ZMO1206	457.259	1630155	ZMO1_ZMO1589	+	-47	ZMO1206 (LysR)	TF homology
ZM4	1630321	1630322	ZMO1206	72.6681	1630155	ZMO1_ZMO1589	+	166	ZMO1206 (LysR)	TF homology
ZM4	1655030	1655031	ZMO1206	3870.87	1655228	ZMO1_ZMO1612	+	-198	ZMO1206 (LysR)	TF homology
ZM4	1677113	1677114	ZMO1206	183.267	1677204	dapE	+	-91	ZMO1206 (LysR)	TF homology
ZM4	1678745	1678746	ZMO1206	116.369	1678716	ZMO1_ZMO1633	-	-29	ZMO1206 (LysR)	TF homology
ZM4	1680815	1680816	ZMO1206	19.1756	1680734	ZMO1_ZMO2023	-	-81	ZMO1206 (LysR)	TF homology
ZM4	1695264	1695265	ZMO1206	97.651	1695450	folK	-	186	ZMO1206 (LysR)	TF homology
ZM4	1695542	1695543	ZMO1206	6.67295	1695623	ung2	+	-81	ZMO1206 (LysR)	TF homology
ZM4	1697709	1697710	ZMO1206	248.933	1697899	ZMO1_ZMO1650	+	-190	ZMO1206 (LysR)	TF homology
ZM4	1704637	1704638	ZMO1206	260.038	1704732	ZMO1_ZMO1655	+	-95	ZMO1206 (LysR)	TF homology
ZM4	1718717	1718718	ZMO1206	7.22017	1718729	ZMO1_ZMO1671	+	-12	ZMO1206 (LysR)	TF homology
ZM4	1726590	1726591	ZMO1206	860.684	1726753	ZMO1_ZMO1681	+	-163	ZMO1206 (LysR)	TF homology
ZM4	1730102	1730103	ZMO1206	59.1153	1730156	ansA	+	-54	ZMO1206 (LysR)	TF homology
ZM4	1734564	1734565	ZMO1206	24.9707	1734730	hisZ	+	-166	ZMO1206 (LysR)	TF homology
ZM4	1739805	1739806	ZMO1206	5432.09	1739946	ZMO1_ZMO1690	+	-141	ZMO1206 (LysR)	TF homology
ZM4	1751721	1751722	ZMO1206	140.119	1751819	ZMO1_ZMO1700	+	-98	ZMO1206 (LysR)	TF homology
ZM4	1770098	1770099	ZMO1206	51.4285	1770111	rpoZ	-	13	ZMO1206 (LysR)	TF homology
ZM4	1775048	1775049	ZMO1206	94.1185	1774906	ZMO1_ZMO1725	-	-142	ZMO1206 (LysR)	TF homology
ZM4	1779144	1779145	ZMO1206	89.8855	1779066	ahpC	-	-78	ZMO1206 (LysR)	TF homology
ZM4	1794474	1794475	ZMO1206	93.5757	1794544	mlaA	+	-70	ZMO1206 (LysR)	TF homology
ZM4	1797701	1797702	ZMO1206	22.2834	1797542	ZMO1_ZMO1752	+	159	ZMO1206 (LysR)	TF homology
ZM4	1798100	1798101	ZMO1206	108.567	1798158	fpr	+	-58	ZMO1206 (LysR)	TF homology
ZM4	1800697	1800698	ZMO1206	27.077	1800500	ssdA	-	-197	ZMO1206 (LysR)	TF homology
ZM4	1801785	1801786	ZMO1206	587.464	1801692	thyB	-	-93	ZMO1206 (LysR)	TF homology
ZM4	1816477	1816478	ZMO1206	146.528	1816325	argH	-	-152	ZMO1206 (LysR)	TF homology
ZM4	1820757	1820758	ZMO1206	635.015	1820724	ZMO1_ZMO1775	-	-33	ZMO1206 (LysR)	TF homology
ZM4	1821103	1821104	ZMO1206	61.9639	1821180	pepN2	+	-77	ZMO1206 (LysR)	TF homology
ZM4	1824060	1824061	ZMO1206	27.4119	1824074	ZMO1_ZMO1777	+	-14	ZMO1206 (LysR)	TF homology
ZM4	1824195	1824196	ZMO1206	39.3429	1824074	ZMO1_ZMO1777	+	121	ZMO1206 (LysR)	TF homology
ZM4	1827275	1827276	ZMO1206	37.0799	1827190	ZMO1_ZMO1780	-	-85	ZMO1206 (LysR)	TF homology
ZM4	1829092	1829093	ZMO1206	126.393	1829100	ZMO1_ZMO1784	+	-8	ZMO1206 (LysR)	TF homology
ZM4	1829258	1829259	ZMO1206	770.321	1829100	ZMO1_ZMO1784	+	158	ZMO1206 (LysR)	TF homology
ZM4	1849895	1849896	ZMO1206	69.4245	1849886	ZMO1_ZMO1807	+	9	ZMO1206 (LysR)	TF homology
ZM4	1860467	1860468	ZMO1206	2361.95	1860457	ZMO1_ZMO1815	-	-10	ZMO1206 (LysR)	TF homology
ZM4	1865002	1865003	ZMO1206	235.516	1865094	fixU	+	-92	ZMO1206 (LysR)	TF homology
ZM4	1868418	1868419	ZMO1206	68.3732	1868308	ZMO1_ZMO1822	-	-110	ZMO1206 (LysR)	TF homology
ZM4	1879396	1879397	ZMO1206	96.4237	1879445	nifV	+	-49	ZMO1206 (LysR)	TF homology
ZM4	1880662	1880663	ZMO1206	20.0919	1880656	nifW	+	6	ZMO1206 (LysR)	TF homology
ZM4	1884857	1884858	ZMO1206	10609.6	1884850	apbE	-	-7	ZMO1206 (LysR)	TF homology
ZM4	1889761	1889762	ZMO1206	35.7836	1889644	ZMO1_ZMO1848	-	-117	ZMO1206 (LysR)	TF homology
ZM4	1890290	1890291	ZMO1206	521.888	1890435	ZMO1_ZMO1849	+	-145	ZMO1206 (LysR)	TF homology
ZM4	1893242	1893243	ZMO1206	1385.47	1893241	fldA	-	-1	ZMO1206 (LysR)	TF homology
ZM4	1908794	1908795	ZMO1206	41.3534	1908732	ZMO1_ZMO1860	-	-62	ZMO1206 (LysR)	TF homology
ZM4	1910329	1910330	ZMO1206	44.213	1910243	ZMO1_ZMO1861	-	-86	ZMO1206 (LysR)	TF homology
ZM4	1921484	1921485	ZMO1206	32.4992	1921633	ZMO1_ZMO1866	-	149	ZMO1206 (LysR)	TF homology
ZM4	1927990	1927991	ZMO1206	35.9534	1927852	ZMO1_ZMO1875	-	-138	ZMO1206 (LysR)	TF homology
ZM4	1934812	1934813	ZMO1206	46.0312	1935003	ZMO1_ZMO1882	+	-191	ZMO1206 (LysR)	TF homology
ZM4	1939270	1939271	ZMO1206	5254.12	1939120	ZMO1_ZMO1885	-	-150	ZMO1206 (LysR)	TF homology
ZM4	1957330	1957331	ZMO1206	114.913	1957144	gpsA	+	186	ZMO1206 (LysR)	TF homology
ZM4	1965635	1965636	ZMO1206	21.5921	1965833	gshB	+	-198	ZMO1206 (LysR)	TF homology
ZM4	1972881	1972882	ZMO1206	181.838	1972836	ZMO1_ZMO1919	-	-45	ZMO1206 (LysR)	TF homology
ZM4	1977413	1977414	ZMO1206	69.4438	1977226	kpsS	-	-187	ZMO1206 (LysR)	TF homology
ZM4	1984609	1984610	ZMO1206	16.2242	1984724	groEL	+	-115	ZMO1206 (LysR)	TF homology
ZM4	2013336	2013337	ZMO1206	4.71745	2013483	mdh	-	147	ZMO1206 (LysR)	TF homology
ZM4	2013559	2013560	ZMO1206	23.5389	2013483	mdh	-	-76	ZMO1206 (LysR)	TF homology
ZM4	2015301	2015302	ZMO1206	31.5553	2015316	recN	-	15	ZMO1206 (LysR)	TF homology
ZM4	2037721	2037722	ZMO1206	17.7995	2037544	ZMO1_ZMO1975	+	177	ZMO1206 (LysR)	TF homology
ZM4	2038575	2038576	ZMO1206	7.76242	2038747	ZMO1_ZMO1976	+	-172	ZMO1206 (LysR)	TF homology
ZM4	2045823	2045824	ZMO1206	2051.84	2045915	ZMO1_ZMO1983	+	-92	ZMO1206 (LysR)	TF homology
ZM4	2046881	2046882	ZMO1206	1.77085	2046934	ZMO1_ZMO1984	+	-53	ZMO1206 (LysR)	TF homology
ZM4	2047054	2047055	ZMO1206	9.81881	2046934	ZMO1_ZMO1984	+	120	ZMO1206 (LysR)	TF homology
ZM4	2048420	2048421	ZMO1206	399.541	2048504	ZMO1_ZMO1986	+	-84	ZMO1206 (LysR)	TF homology
pZM32	8402	8403	ZMO1206	62.2619	8419	ZMO1_ZMOp32x006	-	17	ZMO1206 (LysR)	TF homology
pZM32	8810	8811	ZMO1206	23.0508	8719	ZMO1_ZMOp32x007	+	91	ZMO1206 (LysR)	TF homology
pZM33	2375	2376	ZMO1206	1589.85	2297	ZMO1_ZMOp33x004	-	-78	ZMO1206 (LysR)	TF homology
pZM33	3480	3481	ZMO1206	40.2022	3496	ZMO1_ZMOp33x007	-	16	ZMO1206 (LysR)	TF homology
pZM33	3593	3594	ZMO1206	36.2964	3496	ZMO1_ZMOp33x007	-	-97	ZMO1206 (LysR)	TF homology
pZM33	10446	10447	ZMO1206	131.487	10597	ZMO1_ZMOp33x014	+	-151	ZMO1206 (LysR)	TF homology
pZM33	12176	12177	ZMO1206	96.8066	12297	ZMO1_ZMOp33x016	+	-121	ZMO1206 (LysR)	TF homology
pZM33	15196	15197	ZMO1206	126.577	15161	ZMO1_ZMOp33x019	-	-35	ZMO1206 (LysR)	TF homology
pZM33	30066	30067	ZMO1206	4.50584	30068	ZMO1_ZMOp33x034	-	2	ZMO1206 (LysR)	TF homology
pZM33	30255	30256	ZMO1206	48.3255	30068	ZMO1_ZMOp33x034	-	-187	ZMO1206 (LysR)	TF homology
pZM36	1519	1520	ZMO1206	41.3429	1362	ZMO1_ZMOp36x004	+	157	ZMO1206 (LysR)	TF homology
pZM36	2659	2660	ZMO1206	69.5986	2696	ZMO1_ZMOp36x006	+	-37	ZMO1206 (LysR)	TF homology
pZM36	7450	7451	ZMO1206	138.117	7376	ZMO1_ZMOp36x010	+	74	ZMO1206 (LysR)	TF homology
pZM36	15940	15941	ZMO1206	343.108	15884	ZMO1_ZMOp36x049	-	-56	ZMO1206 (LysR)	TF homology
pZM36	21951	21952	ZMO1206	5.3042	21969	ZMO1_ZMOp36x028	-	18	ZMO1206 (LysR)	TF homology
pZM36	24179	24180	ZMO1206	32.0034	24267	ZMO1_ZMOp36x033	+	-88	ZMO1206 (LysR)	TF homology
pZM36	28769	28770	ZMO1206	1180.91	28793	ZMO1_ZMOp36x039	+	-24	ZMO1206 (LysR)	TF homology
pZM39	1685	1686	ZMO1206	19192.3	1825	ZMO1_ZMOp39x004	+	-140	ZMO1206 (LysR)	TF homology
pZM39	2679	2680	ZMO1206	80.7145	2714	ZMO1_ZMOp39x005	+	-35	ZMO1206 (LysR)	TF homology
pZM39	8891	8892	ZMO1206	657.12	8987	ZMO1_ZMOp39x012	+	-96	ZMO1206 (LysR)	TF homology
pZM39	20241	20242	ZMO1206	153.371	20166	ZMO1_ZMOp39x018	-	-75	ZMO1206 (LysR)	TF homology
pZM39	26012	26013	ZMO1206	121.722	26114	ZMO1_ZMOp39x027	+	-102	ZMO1206 (LysR)	TF homology
ZM4	759261	759262	ZMO1235	1404.43	759375	thrS	+	-114	ZMO1235 (Fur)	TF homology
ZM4	799492	799493	ZMO1235	42599.6	799467	ZMO1_ZMO0795	-	-25	ZMO1235 (Fur)	TF homology
ZM4	799768	799769	ZMO1235	12202.7	799724	ZMO1_ZMO0796	-	-44	ZMO1235 (Fur)	TF homology
ZM4	845631	845632	ZMO1235	772.917	845509	ZMO1_ZMO0840	+	122	ZMO1235 (Fur)	TF homology
ZM4	913875	913876	ZMO1235	1871.35	913840	ZMO1_ZMO0902	-	-35	ZMO1235 (Fur)	TF homology
ZM4	1573836	1573837	ZMO1235	18634.8	1574009	feoA	+	-173	ZMO1235 (Fur)	TF homology
ZM4	397663	397664	ZMO1268	302.838	397833	ZMO1_ZMO0395	+	-170	ZMO1268 (MarR?)	TF homology
ZM4	997152	997153	ZMO1268	16.1204	997005	ZMO1_ZMO0979	+	147	ZMO1268 (MarR?)	TF homology
ZM4	77	78	ZMO1336	168.544	146	ZMO1_ZMO0001	+	-69	ZMO1336 (LysR)	TF homology
ZM4	14512	14513	ZMO1336	105.27	14370	ZMO1_ZMO0011	-	-142	ZMO1336 (LysR)	TF homology
ZM4	18181	18182	ZMO1336	55.0156	18366	grpE	+	-185	ZMO1336 (LysR)	TF homology
ZM4	26139	26140	ZMO1336	1408.31	25981	ZMO1_ZMO0022	-	-158	ZMO1336 (LysR)	TF homology
ZM4	27966	27967	ZMO1336	204.247	28028	ZMO1_ZMO0026	+	-62	ZMO1336 (LysR)	TF homology
ZM4	33996	33997	ZMO1336	56.3151	33933	ZMO1_ZMO0029	-	-63	ZMO1336 (LysR)	TF homology
ZM4	37107	37108	ZMO1336	1578.2	37054	ZMO1_ZMO0031	-	-53	ZMO1336 (LysR)	TF homology
ZM4	43433	43434	ZMO1336	449.175	43593	ZMO1_ZMO0044	+	-160	ZMO1336 (LysR)	TF homology
ZM4	59684	59685	ZMO1336	1427.76	59626	ZMO1_ZMO0066	+	58	ZMO1336 (LysR)	TF homology
ZM4	61452	61453	ZMO1336	3255.19	61629	ZMO1_ZMO0069	+	-177	ZMO1336 (LysR)	TF homology
ZM4	69198	69199	ZMO1336	170.693	69118	cheW	-	-80	ZMO1336 (LysR)	TF homology
ZM4	74974	74975	ZMO1336	294.403	74882	cheX	-	-92	ZMO1336 (LysR)	TF homology
ZM4	80482	80483	ZMO1336	17.0593	80422	ZMO1_ZMO0088	-	-60	ZMO1336 (LysR)	TF homology
ZM4	85190	85191	ZMO1336	138.747	85171	ZMO1_ZMO0095	-	-19	ZMO1336 (LysR)	TF homology
ZM4	95192	95193	ZMO1336	10.4321	95276	ZMO1_ZMO0109	+	-84	ZMO1336 (LysR)	TF homology
ZM4	108791	108792	ZMO1336	38.4641	108978	ZMO1_ZMO0121	+	-187	ZMO1336 (LysR)	TF homology
ZM4	118169	118170	ZMO1336	8.76689	118061	ZMO1_ZMO0128	-	-108	ZMO1336 (LysR)	TF homology
ZM4	119066	119067	ZMO1336	62.0426	119178	phoC	-	112	ZMO1336 (LysR)	TF homology
ZM4	119262	119263	ZMO1336	718.027	119178	phoC	-	-84	ZMO1336 (LysR)	TF homology
ZM4	120845	120846	ZMO1336	52.4718	120788	ZMO1_ZMO0132	+	57	ZMO1336 (LysR)	TF homology
ZM4	125229	125230	ZMO1336	48.3515	125250	ZMO1_ZMO0134	+	-21	ZMO1336 (LysR)	TF homology
ZM4	127464	127465	ZMO1336	466.138	127569	ZMO1_ZMO0137	+	-105	ZMO1336 (LysR)	TF homology
ZM4	130438	130439	ZMO1336	492.359	130360	ptpA	-	-78	ZMO1336 (LysR)	TF homology
ZM4	140832	140833	ZMO1336	2.5324	140798	ZMO1_ZMO2043	+	34	ZMO1336 (LysR)	TF homology
ZM4	150724	150725	ZMO1336	22.2668	150782	ZMO1_ZMO0166	+	-58	ZMO1336 (LysR)	TF homology
ZM4	173550	173551	ZMO1336	8.73806	173736	ZMO1_ZMO0184	+	-186	ZMO1336 (LysR)	TF homology
ZM4	174237	174238	ZMO1336	2010.54	174196	cysS	+	41	ZMO1336 (LysR)	TF homology
ZM4	177580	177581	ZMO1336	48.226	177746	fhuE	+	-166	ZMO1336 (LysR)	TF homology
ZM4	182606	182607	ZMO1336	57.574	182507	ZMO1_ZMO0190	-	-99	ZMO1336 (LysR)	TF homology
ZM4	185170	185171	ZMO1336	163.84	185009	ZMO1_ZMO0192	-	-161	ZMO1336 (LysR)	TF homology
ZM4	189666	189667	ZMO1336	62.2136	189845	ZMO1_ZMO0197	+	-179	ZMO1336 (LysR)	TF homology
ZM4	196293	196294	ZMO1336	3.41828	196170	trpG	-	-123	ZMO1336 (LysR)	TF homology
ZM4	197192	197193	ZMO1336	31.3888	197163	mcpA1	+	29	ZMO1336 (LysR)	TF homology
ZM4	202302	202303	ZMO1336	427.503	202362	proB	-	60	ZMO1336 (LysR)	TF homology
ZM4	244261	244262	ZMO1336	12.2112	244195	ZMO1_ZMO0250	-	-66	ZMO1336 (LysR)	TF homology
ZM4	244992	244993	ZMO1336	2311.67	245174	ZMO1_ZMO0252	+	-182	ZMO1336 (LysR)	TF homology
ZM4	258983	258984	ZMO1336	44.1014	259048	ZMO1_ZMO0256	+	-65	ZMO1336 (LysR)	TF homology
ZM4	286960	286961	ZMO1336	17.045	287064	ZMO1_ZMO0282	+	-104	ZMO1336 (LysR)	TF homology
ZM4	293814	293815	ZMO1336	293.726	293738	ZMO1_ZMO0286	-	-76	ZMO1336 (LysR)	TF homology
ZM4	299279	299280	ZMO1336	1934.07	299172	ZMO1_ZMO0293	-	-107	ZMO1336 (LysR)	TF homology
ZM4	301119	301120	ZMO1336	65.5672	301181	ZMO1_ZMO0297	+	-62	ZMO1336 (LysR)	TF homology
ZM4	318470	318471	ZMO1336	5.20561	318603	ZMO1_ZMO0318	+	-133	ZMO1336 (LysR)	TF homology
ZM4	319755	319756	ZMO1336	99.2713	319679	ZMO1_ZMO0319	-	-76	ZMO1336 (LysR)	TF homology
ZM4	339130	339131	ZMO1336	163.875	338982	ZMO1_ZMO0344	+	148	ZMO1336 (LysR)	TF homology
